fill_time,close_time,symbol,side,setup,r_multiple,entry_balance,llm_grade,llm_score,llm_reason
2025-04-28T04:00:00+00:00,2025-04-28T07:00:00+00:00,XAUUSD,sell,gold_pullback,0.0000,50489.08,skip,3,"SELL signal contradicts recent bullish momentum (last 3 bars show recovery from 3302→3314, prior bar 3298→3302) and price is not at a meaningful resistance level."
2025-04-28T07:45:00+00:00,2025-04-28T09:15:00+00:00,EURUSD,buy,london_breakout,0.0000,50489.08,A,5,"Clean London breakout with strong upward momentum from 1.1344 low, breaking above prior consolidation and approaching prior day high resistance at 1.1388."
2025-04-29T04:00:00+00:00,2025-04-30T04:00:00+00:00,AUDUSD,sell,failed_breakout_fade,1.5000,50489.08,skip,4,"Recent bars show strong uptrend (0.63792→0.64271), making this SELL signal against momentum; failed breakout fade requires rejection, not continuation."
2025-04-29T07:30:00+00:00,2025-04-29T10:30:00+00:00,EURUSD,sell,london_breakout,-1.0000,50489.08,A,5,"London breakout SELL aligns with clear downtrend from 1.14185 high, price at prior day low support, all criteria met."
2025-04-29T11:00:00+00:00,2025-04-29T12:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,50236.63,skip,3,"BUY signal against clear downtrend from 3353 high; recent bars show lower lows (3352→3316→3309) with only minor bounce, and price is mid-range, not at meaningful support level."
2025-04-30T05:00:00+00:00,2025-04-30T11:00:00+00:00,XAUUSD,sell,gold_pullback,2.1998,50364.11,skip,3,"SELL signal contradicts recent uptrend (last bars show higher highs: 3310→3319→3320→3319→3318→3313→3308) and price is not at a meaningful resistance level (3308 is near prior_day_low 3299, not a resis"
2025-04-30T16:00:00+00:00,2025-05-01T08:00:00+00:00,AUDUSD,buy,failed_breakout_fade,1.5000,50918.06,skip,3,"BUY signal against clear downtrend (price fell from 0.64489 to 0.63716, recent bars showing lower lows) and not at meaningful support level."
2025-05-01T08:00:00+00:00,2025-05-01T16:00:00+00:00,EURUSD,buy,failed_breakout_fade,0.0000,51299.95,skip,4,"BUY signal against clear downtrend: last 6 bars show consistent lower lows (1.14245→1.13023) and lower closes, violating HTF alignment."
2025-05-01T08:00:00+00:00,2025-05-01T16:00:00+00:00,GBPUSD,buy,failed_breakout_fade,1.5000,51299.95,skip,4,"BUY signal against clear downtrend: last 8 bars show consistent lower lows (1.34435→1.32927), making this directionally misaligned."
2025-05-01T08:00:00+00:00,2025-05-01T11:00:00+00:00,EURUSD,sell,london_breakout,-1.0000,51299.95,A,5,"Clear downtrend from 1.1328 to 1.13023 aligns with SELL, price near prior day low (1.13166) making it a meaningful level."
2025-05-01T20:00:00+00:00,2025-05-02T00:00:00+00:00,USDJPY,sell,failed_breakout_fade,-1.0000,51428.20,skip,3,"SELL signal against strong uptrend (last 5 bars show aggressive rally from 142.67 to 145.39, +2.7 big figures) and price is far above prior_day_high, not at a meaningful resistance level."
2025-05-02T00:00:00+00:00,2025-05-02T12:00:00+00:00,GBPUSD,buy,failed_breakout_fade,0.0000,51171.06,skip,4,BUY signal against clear downtrend: price dropped from 1.344 to 1.327 over last 20 bars with lower lows and lower highs throughout.
2025-05-05T16:00:00+00:00,2025-05-06T00:00:00+00:00,GBPUSD,sell,failed_breakout_fade,2.9306,51171.06,skip,3,"SELL signal contradicts recent bullish momentum (last bar rallied 489 pips from 1.32810 to 1.33298) and price is not at a meaningful level (1.33298 is mid-range, 0.85% below prior_day_high)."
2025-05-05T16:00:00+00:00,2025-05-06T00:00:00+00:00,USDJPY,buy,failed_breakout_fade,2.3980,51171.06,skip,3,BUY signal against clear downtrend (last 5 bars: 144.93→144.63→144.14→144.05→143.63) and not at meaningful support level.
2025-05-06T07:30:00+00:00,2025-05-06T12:00:00+00:00,EURUSD,buy,london_breakout,0.0000,52534.39,A,5,"Strong London breakout with clear uptrend from 1.12805 low, momentum aligned, and price approaching prior day high resistance at 1.13405."
2025-05-06T16:00:00+00:00,2025-05-07T00:00:00+00:00,USDJPY,buy,failed_breakout_fade,0.0000,52534.39,skip,4,"BUY signal at 142.505 contradicts clear downtrend with lower lows from 145.911 to 142.505 over recent bars, failing HTF alignment."
2025-05-08T05:00:00+00:00,2025-05-08T08:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,52534.39,A,5,"Gold pullback setup with strong bullish momentum recovery from 3364 low, last bar surged +29 points closing at 3409, near prior day high resistance."
2025-05-08T12:00:00+00:00,2025-05-08T20:00:00+00:00,GBPUSD,buy,failed_breakout_fade,1.5000,52271.72,skip,4,"BUY signal against clear downtrend: last bar dropped 66 pips (1.33313→1.32652), prior bar also sold off sharply from 1.33523→1.32897, momentum is bearish not bullish."
2025-05-08T12:00:00+00:00,2025-05-08T16:00:00+00:00,USDJPY,sell,failed_breakout_fade,-1.0000,52271.72,skip,3,"Strong uptrend in recent bars (142.375→144.8) contradicts SELL direction, and signal price 144.8 is not at a meaningful level relative to prior_day_high 145.911."
2025-05-09T00:00:00+00:00,2025-05-09T20:00:00+00:00,USDJPY,sell,failed_breakout_fade,2.2757,52402.39,skip,4,"SELL signal contradicts strong uptrend with last 5 bars showing aggressive rally from 143.4 to 145.9, making this a counter-trend fade against momentum."
2025-05-09T04:00:00+00:00,2025-05-12T00:00:00+00:00,EURUSD,buy,failed_breakout_fade,0.0000,52402.39,skip,4,BUY signal against clear downtrend: price fell from 1.138 to 1.122 over last 20 bars with lower lows and lower highs.
2025-05-09T04:00:00+00:00,2025-05-12T12:00:00+00:00,AUDUSD,buy,failed_breakout_fade,1.5000,52402.39,skip,4,Clear downtrend in recent bars (0.6514→0.6390) makes BUY against momentum; failed item 2.
2025-05-12T00:00:00+00:00,2025-05-12T08:00:00+00:00,USDJPY,sell,failed_breakout_fade,4.9173,52998.65,skip,4,"Failed breakout fade setup is valid and price is near prior day high, but recent bars show consolidation/slight uptrend (142.7→145.4 over last 20 bars) making this SELL directionally misaligned with H"
2025-05-12T04:00:00+00:00,2025-05-12T08:00:00+00:00,EURUSD,buy,failed_breakout_fade,-1.0000,52998.65,skip,4,"BUY signal against clear downtrend: price dropped from 1.1365 to 1.1238 over recent bars with lower lows and lower highs, making HTF trend misaligned."
2025-05-12T12:00:00+00:00,2025-05-14T04:00:00+00:00,GBPUSD,buy,failed_breakout_fade,2.0452,54429.73,skip,4,"BUY signal contradicts clear downtrend: last close 1.31934 is sharply lower than recent bars, with the most recent 4H bar dropping from 1.32851 to 1.31934 after testing 1.31586 low."
2025-05-12T16:00:00+00:00,2025-05-13T16:00:00+00:00,AUDUSD,sell,failed_breakout_fade,-1.0000,54429.73,A,5,"Failed breakout fade setup with clear downtrend momentum, signal at prior day low (0.63864 vs 0.63702), all criteria met."
2025-05-13T08:00:00+00:00,2025-05-13T13:00:00+00:00,EURUSD,buy,london_breakout,-1.0000,54429.73,A,5,"Clean London breakout with strong upward momentum through prior day high, signal at meaningful resistance level."
2025-05-13T20:00:00+00:00,2025-05-14T04:00:00+00:00,AUDUSD,sell,failed_breakout_fade,0.0000,53885.43,skip,3,SELL signal contradicts strong uptrend (last 4 bars rallied from 0.6356 to 0.6473) and price is not at a meaningful resistance level.
2025-05-14T04:00:00+00:00,2025-05-14T11:00:00+00:00,XAUUSD,sell,gold_pullback,0.0000,54442.04,skip,3,"SELL signal conflicts with recent bullish recovery from 3227 low and last_close (3243.78) is mid-range, not at a meaningful resistance level."
2025-05-14T08:00:00+00:00,2025-05-14T12:00:00+00:00,GBPUSD,sell,failed_breakout_fade,-1.0000,54442.04,skip,4,"Strong uptrend in last 20 bars (1.3174→1.3303) contradicts SELL direction; failed_breakout_fade requires rejection, not continuation."
2025-05-14T08:00:00+00:00,2025-05-14T12:00:00+00:00,AUDUSD,sell,failed_breakout_fade,-1.0000,54442.04,skip,4,"HTF trend is strongly bullish with higher highs into signal time, contradicting the SELL direction."
2025-05-14T12:00:00+00:00,2025-05-15T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,1.5000,53897.61,skip,3,"Price is in a strong uptrend (last 8 bars climbing from 1.1065 to 1.12381) making a SELL against momentum, and current price 1.12381 is not at a meaningful level (mid-range, not near prior_day_high 1."
2025-05-16T04:00:00+00:00,2025-05-16T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,2.3056,54301.85,skip,4,BUY signal contradicts clear downtrend from 148.43 to 145.08 over last 20 bars with consecutive lower lows and lower highs.
2025-05-16T08:00:00+00:00,2025-05-16T12:45:00+00:00,EURUSD,buy,london_breakout,-1.0000,54301.85,skip,4,Price shows clear downtrend from 1.12077 (05:00) to 1.11977 (07:00) before last bar bounce; BUY against recent bearish momentum fails HTF alignment.
2025-05-16T09:00:00+00:00,2025-05-16T10:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,54301.85,skip,3,"BUY signal against clear downtrend from 3252 high; last 6 bars show lower highs and lower lows, not aligned with bullish direction."
2025-05-19T04:00:00+00:00,2025-05-19T08:00:00+00:00,USDJPY,buy,failed_breakout_fade,-1.0000,54384.82,skip,4,BUY signal at 144.899 contradicts clear downtrend from 147.60 to 144.90 over recent bars with lower lows and lower highs throughout.
2025-05-19T08:00:00+00:00,2025-05-19T11:00:00+00:00,XAUUSD,buy,gold_pullback,1.9997,54112.89,skip,3,BUY signal against clear downtrend (price dropped from 3249.75 to 3215.89 over last 4 hours) and not at a meaningful support level.
2025-05-19T12:00:00+00:00,2025-05-20T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,0.0000,54653.94,skip,4,"Strong uptrend in last bars (close 1.12567 up from 1.11833, breaking above prior_day_high 1.12651) contradicts SELL direction—HTF trend not aligned."
2025-05-20T08:15:00+00:00,2025-05-20T11:30:00+00:00,EURUSD,buy,london_breakout,0.0000,54653.94,A,5,"Clean London breakout setup with strong upward momentum from 1.1221 to 1.12483, signal price within 0.1% of prior day high (1.12593), all criteria met."
2025-05-20T11:00:00+00:00,2025-05-20T12:00:00+00:00,XAUUSD,buy,gold_pullback,1.9995,54653.94,skip,3,BUY signal against clear downtrend (price dropped from 3243 to 3207 over last 20 bars) and not at a meaningful support level.
2025-05-21T08:00:00+00:00,2025-05-21T12:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,55200.36,skip,4,"Strong uptrend in last 6 bars (1.12273→1.13284, +900 pips) contradicts SELL direction; failed_breakout_fade requires rejection, but price is extending higher."
2025-05-21T08:00:00+00:00,2025-05-23T08:00:00+00:00,GBPUSD,sell,failed_breakout_fade,-1.0000,55200.36,skip,4,"Strong uptrend in last 20 bars (1.3268→1.3429) contradicts SELL direction; failed breakout fade requires rejection, not continuation."
2025-05-21T08:00:00+00:00,2025-05-21T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,0.0000,55200.36,skip,4,"BUY signal contradicts clear downtrend with last_close at 143.734 down from 145+ range, showing consistent lower lows over recent bars."
2025-05-21T18:00:00+00:00,2025-05-22T12:00:00+00:00,XAUUSD,buy,gold_pullback,0.0000,54924.35,B,4,"Gold pullback setup with clear uptrend momentum (higher highs from 3287→3320), but signal price 3304.36 is not at a meaningful level—it's mid-range, 8.68 points above prior day high and well inside re"
2025-05-22T20:00:00+00:00,2025-05-23T04:00:00+00:00,AUDUSD,buy,failed_breakout_fade,2.1883,54924.35,skip,4,"Setup tag valid and price near prior_day_low, but recent bars show clear downtrend (64631→64092) making BUY directionally misaligned."
2025-05-23T07:00:00+00:00,2025-05-23T08:00:00+00:00,XAUUSD,buy,gold_pullback,1.9996,55525.31,skip,3,"BUY signal against clear downtrend from 3327 to 3290s over recent bars, and price not at meaningful support level."
2025-05-23T07:30:00+00:00,2025-05-23T14:30:00+00:00,EURUSD,buy,london_breakout,1.5000,55525.31,skip,4,"Price is consolidating/drifting lower in the last 8 bars after the initial breakout move, showing no clear upward momentum at signal time despite being above prior day high."
2025-05-23T12:00:00+00:00,2025-05-26T00:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,55804.46,skip,4,SELL signal contradicts strong uptrend momentum with last_close at 1.13414 showing consecutive higher highs and higher lows over recent bars.
2025-05-26T00:00:00+00:00,2025-05-26T04:00:00+00:00,USDJPY,buy,failed_breakout_fade,-1.0000,55941.88,skip,4,BUY signal against clear downtrend: price dropped from 144.80 to 142.56 over recent bars with lower lows and lower highs throughout.
2025-05-26T05:00:00+00:00,2025-05-26T12:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,55662.17,A,5,"Gold pullback setup with clear uptrend (3323→3365), now retracing from prior_day_high (3365.87) and bouncing at 3345, aligning with bullish momentum resumption."
2025-05-27T04:00:00+00:00,2025-05-27T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,3.9350,55383.86,skip,4,"BUY signal at 142.271 contradicts clear downtrend from 144.395 high through consecutive lower closes ending at 142.271, failing HTF alignment."
2025-05-27T06:00:00+00:00,2025-05-27T07:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,55383.86,A,5,"Gold pullback setup with clear recovery momentum from 3335.93 to 3342.99, bouncing off prior day low zone (3323.52) and showing bullish reversal pattern."
2025-05-27T08:15:00+00:00,2025-05-27T09:15:00+00:00,EURUSD,sell,london_breakout,-1.0000,55106.94,A,5,"Clear London breakdown with strong bearish momentum from 1.14066 high, breaking below prior day low at meaningful support level."
2025-05-28T00:00:00+00:00,2025-05-28T04:00:00+00:00,EURUSD,buy,failed_breakout_fade,-1.0000,55921.09,skip,4,BUY signal against clear downtrend: price fell from 1.14181 to 1.1327 over last 5 bars with lower highs and lower lows.
2025-05-28T00:00:00+00:00,2025-05-28T04:00:00+00:00,AUDUSD,buy,failed_breakout_fade,-1.0000,55921.09,skip,4,BUY signal against clear downtrend: price fell from 0.65365 to 0.64408 over last 20 bars with lower lows and lower highs throughout.
2025-05-28T06:00:00+00:00,2025-05-28T10:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,55361.88,skip,3,SELL signal contradicts recent uptrend (last 5 bars show recovery from 3288 to 3302+) and price is not at a meaningful resistance level.
2025-05-28T08:00:00+00:00,2025-05-28T16:00:00+00:00,GBPUSD,buy,failed_breakout_fade,1.5000,55361.88,skip,3,"Recent bars show clear downtrend (from 1.35923 high down to 1.34713) making this BUY signal against HTF momentum, and price is mid-range not at a meaningful level."
2025-05-28T08:15:00+00:00,2025-05-28T10:30:00+00:00,EURUSD,sell,london_breakout,-1.0000,55361.88,A,5,"Strong downtrend from 1.1344 to 1.1301 aligns with SELL, signal at prior day low support makes this a clean london_breakout fade."
2025-05-28T13:30:00+00:00,2025-05-28T16:45:00+00:00,USTEC,buy,ny_momentum,0.0000,54808.26,A,5,"Strong NY momentum setup with clear bullish reversal from 21353 low, last close near prior day high resistance at 21429.6."
2025-05-29T04:00:00+00:00,2025-05-29T12:00:00+00:00,USDJPY,sell,failed_breakout_fade,3.5162,55223.48,skip,3,"SELL signal against strong uptrend (last bar surged +130 pips to 146.088) and price is 1% above prior_day_high, not at a meaningful resistance level."
2025-05-29T04:00:00+00:00,2025-05-30T00:00:00+00:00,AUDUSD,buy,failed_breakout_fade,1.5000,55223.48,skip,4,BUY signal against clear downtrend: price fell from 0.65365 to 0.64198 over recent bars with consistent lower lows and lower highs.
2025-05-29T12:00:00+00:00,2025-05-29T13:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,56194.37,skip,3,SELL signal against clear uptrend (last 5 bars rallying from 3269→3287) and price not at meaningful resistance level.
2025-05-29T20:00:00+00:00,2025-05-30T04:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,55913.40,skip,3,"Recent bars show strong upward momentum (1.12343→1.13708, +1200 pips in 16 hours) contradicting the SELL direction, and current price is mid-range, not at a meaningful resistance level."
2025-05-30T04:00:00+00:00,2025-05-30T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,0.0000,56048.01,skip,4,"BUY signal contradicts clear downtrend from 146.276 high through declining bars to 143.766, making HTF trend misaligned."
2025-05-30T08:00:00+00:00,2025-06-02T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,56048.01,skip,4,"Recent bars show strong upward momentum (1.12343→1.13719 over last 24h) contradicting the SELL direction, failing HTF trend alignment."
2025-05-30T08:00:00+00:00,2025-05-30T15:00:00+00:00,EURUSD,sell,london_breakout,0.0000,56048.01,A,5,"Clear downtrend from 1.13893 high into London open, price at prior day low support, textbook london_breakout sell setup."
2025-05-30T17:00:00+00:00,2025-05-30T21:00:00+00:00,XAUUSD,sell,gold_pullback,-0.7188,56048.01,skip,3,"Price is in strong downtrend (3324→3276 over session) making SELL directionally aligned, but last two bars show sharp reversal lower (3304→3276) already capturing the move, and current price 3276.66 i"
2025-06-02T04:00:00+00:00,2025-06-02T08:00:00+00:00,AUDUSD,sell,failed_breakout_fade,-1.0000,55846.58,skip,4,"SELL signal contradicts strong upward momentum: last bar rallied 277 pips from 0.64307 to 0.64553, making this a counter-trend fade against clear bullish pressure."
2025-06-02T12:00:00+00:00,2025-06-02T16:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,55287.11,skip,4,"Strong uptrend in recent bars (1.12099→1.14197, +2000 pips) contradicts SELL direction; HTF momentum is bullish, not aligned with fade setup."
2025-06-02T16:00:00+00:00,2025-06-03T00:00:00+00:00,GBPUSD,sell,failed_breakout_fade,0.0000,55010.67,skip,4,"Recent bars show strong upward momentum (1.34876→1.35421→1.35415), contradicting the SELL direction; HTF trend is UP not down."
2025-06-02T16:00:00+00:00,2025-06-03T00:00:00+00:00,USDJPY,buy,failed_breakout_fade,-1.0000,55010.67,skip,4,BUY signal contradicts clear downtrend momentum with last 4 bars making lower lows from 144.007 to 142.822.
2025-06-03T04:00:00+00:00,2025-06-03T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,2.1929,54735.62,skip,4,"BUY signal at 142.7 contradicts clear downtrend from 146.276 to 142.7 over recent bars, failing HTF alignment despite being near prior_day_low support."
2025-06-03T05:00:00+00:00,2025-06-03T17:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,54735.62,skip,3,"Price is falling sharply from 3392 high with last 3 bars showing clear downtrend (lower lows/closes), making this BUY signal counter-trend and not at a meaningful support level."
2025-06-03T08:30:00+00:00,2025-06-04T09:45:00+00:00,EURUSD,sell,london_breakout,2.2069,54735.62,skip,3,"SELL signal conflicts with recent upward momentum (price rallied from 1.14160 to 1.14424 then consolidated higher) and current price 1.14159 is not at a meaningful level (mid-range, far from prior_day"
2025-06-04T02:00:00+00:00,2025-06-04T04:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,55062.09,A,5,"Gold pullback setup with clear recovery from prior day low (3333.2), last 5 bars showing higher lows and bullish momentum aligned with BUY direction."
2025-06-04T08:00:00+00:00,2025-06-04T20:00:00+00:00,EURUSD,buy,failed_breakout_fade,2.6703,54786.78,skip,3,"Recent bars show clear downtrend from 1.14541 high to 1.13661, making this BUY against momentum; also not at a meaningful level (mid-range, 0.88% from prior_day_low)."
2025-06-04T08:00:00+00:00,2025-06-04T16:00:00+00:00,USDJPY,sell,failed_breakout_fade,2.5313,54786.78,skip,3,"Price is in strong uptrend (142.372→144.246, +1.87 in 2 days) making SELL against momentum, and current level 144.246 is not near any meaningful resistance (prior_day_high 146.276 is 2.03 points away)"
2025-06-04T10:00:00+00:00,2025-06-04T10:15:00+00:00,EURUSD,sell,london_breakout,-1.0000,55390.77,skip,3,"SELL signal contradicts recent upward momentum (last 4 bars rallying from 1.13619 to 1.13772) and price is not at a meaningful level (mid-range, 0.6% from prior_day_high)."
2025-06-04T20:00:00+00:00,2025-06-05T04:00:00+00:00,AUDUSD,sell,failed_breakout_fade,1.5000,56538.71,skip,4,"Price is trending UP into the signal (last 4 bars: 0.64599→0.64555→0.64739→0.64916→0.65026), making a SELL against momentum directionally weak."
2025-06-05T08:00:00+00:00,2025-06-05T12:00:00+00:00,AUDUSD,sell,failed_breakout_fade,-1.0000,56962.75,skip,4,Recent bars show strong upward momentum (0.64554→0.65041 peak) contradicting the SELL direction; failed breakout requires rejection confirmation not present here.
2025-06-05T08:30:00+00:00,2025-06-05T10:15:00+00:00,EURUSD,sell,london_breakout,-1.0000,56962.75,skip,4,SELL signal conflicts with recent upward momentum from 1.14078 low to 1.14108 close showing higher lows and recovery.
2025-06-05T11:00:00+00:00,2025-06-05T13:00:00+00:00,XAUUSD,buy,gold_pullback,1.9998,56677.94,skip,4,"Setup tag matches playbook and price is near prior day high, but recent bars show downtrend from 3380+ to 3364 before minor bounce—BUY against weakening momentum fails HTF alignment."
2025-06-06T07:00:00+00:00,2025-06-06T08:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,56959.83,A,5,"Gold pullback setup with clear uptrend resumption after pullback from 3403 high to 3339 low, now recovering with higher lows and last close near mid-range."
2025-06-06T08:15:00+00:00,2025-06-06T15:30:00+00:00,EURUSD,sell,london_breakout,1.5000,56675.03,skip,3,"SELL signal conflicts with clear uptrend from 1.14345 low to 1.14433 high in recent bars, and price is mid-range not at a meaningful level."
2025-06-09T12:00:00+00:00,2025-06-10T14:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,57100.10,skip,3,"Price is in a clear uptrend from 3295 low with higher lows (3295→3305→3310→3314→3319), making this SELL signal against momentum; also not at a meaningful resistance level."
2025-06-10T16:00:00+00:00,2025-06-11T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,0.0000,56814.60,skip,3,"Price is trending UP in recent bars (from 1.1399 to 1.14316) contradicting the SELL direction, and signal price is mid-range, not at a meaningful level."
2025-06-10T19:00:00+00:00,2025-06-10T22:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,56814.60,skip,3,"Setup is SELL but recent bars show strong uptrend (3307→3343 peak) with last close at 3326.7 still elevated, and price is not at a meaningful resistance level relative to prior_day_high of 3338.16."
2025-06-11T12:00:00+00:00,2025-06-12T16:00:00+00:00,USDJPY,sell,failed_breakout_fade,2.5485,56530.52,skip,4,SELL signal contradicts clear uptrend with last 4 bars making higher highs (144.632→144.961→144.916→145.057) and price at prior day high.
2025-06-11T18:00:00+00:00,2025-06-11T19:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,56530.52,B,4,"Gold pullback setup with clear uptrend (3321→3345→3337) but signal price 3337.55 is mid-range, not at a meaningful level like prior_day_low 3301.94 or prior_day_high 3349.08."
2025-06-11T20:00:00+00:00,2025-06-12T00:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,56247.87,skip,4,Strong uptrend in last bars (1.14151→1.14304→1.14601→1.14892) contradicts SELL direction; failed breakout fade requires rejection confirmation not present here.
2025-06-11T20:00:00+00:00,2025-06-12T00:00:00+00:00,GBPUSD,sell,failed_breakout_fade,-1.0000,56247.87,skip,3,"SELL signal contradicts strong uptrend in last bars (1.34816→1.34935→1.35180→1.35486) and price is not at a meaningful level (1.35486 is mid-range, 0.5% from prior_day_high would be 1.35475-1.35835)."
2025-06-12T04:00:00+00:00,2025-06-12T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,55685.39,skip,4,Strong uptrend in last bars (1.14→1.15206) contradicts SELL direction; failed breakout fade requires rejection not continuation.
2025-06-12T04:00:00+00:00,2025-06-12T08:00:00+00:00,GBPUSD,sell,failed_breakout_fade,2.2474,55685.39,skip,4,"SELL signal contradicts strong uptrend in last bars (1.34816→1.34935→1.35180→1.35486→1.35370→1.35824), making HTF trend misaligned."
2025-06-12T08:00:00+00:00,2025-06-13T00:00:00+00:00,AUDUSD,buy,failed_breakout_fade,0.0000,56032.69,skip,3,"Recent bars show clear downtrend (from 0.65281 to 0.64938) contradicting BUY direction, and current price 0.64938 is mid-range, not at a meaningful support level."
2025-06-12T12:00:00+00:00,2025-06-12T16:00:00+00:00,XAUUSD,buy,gold_pullback,1.9998,56032.69,skip,3,BUY signal against clear downtrend momentum (sharp drop from 3375 to 3346 in last 2 bars) and not at a meaningful support level.
2025-06-13T00:00:00+00:00,2025-06-13T08:00:00+00:00,GBPUSD,sell,failed_breakout_fade,2.2405,57313.29,skip,4,"Recent bars show strong uptrend (1.34816→1.36112, +1.3%) with higher highs and higher lows, contradicting the SELL direction."
2025-06-13T07:15:00+00:00,2025-06-13T21:00:00+00:00,EURUSD,sell,london_breakout,-0.4714,57313.29,A,5,"Clear downtrend from 1.1609 high with lower lows/closes, SELL aligns with momentum, signal at prior day low support break."
2025-06-16T08:15:00+00:00,2025-06-16T16:00:00+00:00,EURUSD,buy,london_breakout,2.6341,57820.27,A,5,"London breakout setup with clear bullish momentum from 1.15268 low through 1.15456, breaking above consolidation and approaching prior day high resistance."
2025-06-17T05:00:00+00:00,2025-06-17T07:00:00+00:00,XAUUSD,sell,gold_pullback,0.0000,58581.78,skip,3,"SELL signal conflicts with recent bullish recovery from 3382 low; price bounced +20 points and last bars show consolidation near 3394, not a clear downtrend for fade entry."
2025-06-17T07:30:00+00:00,2025-06-17T08:45:00+00:00,EURUSD,buy,london_breakout,-1.0000,58581.78,A,5,"Clean London breakout with strong upward momentum from 1.1546 to 1.15638, approaching prior day high resistance at 1.15943."
2025-06-17T13:30:00+00:00,2025-06-17T13:45:00+00:00,USTEC,sell,ny_momentum,-1.0000,58288.87,skip,3,"SELL signal contradicts recent price action showing consolidation/slight upward bias from 21770 low, and current price 21793 is not at a meaningful level relative to prior day range (21898-21981) or r"
